j,strategy,delta,se,p_up,p_down,n1
64,daytrading_3methods_breakout,0.026219692898536484,0.08160409445750426,0.3739901476704536,0.6260098523295464,13188
65,daytrading_3methods_breakout,0.07068685009474546,0.07872866321862713,0.18463167901810273,0.8153683209818974,13185
66,daytrading_3methods_breakout,0.07765889757915523,0.081341782026338,0.16985881249127252,0.8301411875087275,13194
67,daytrading_3methods_breakout,0.017640984492872547,0.0800182700141924,0.41275569826979125,0.5872443017302087,13181
68,daytrading_3methods_breakout,0.06920424437937733,0.0864004587976499,0.21157427599903103,0.7884257240009689,13175
69,daytrading_3methods_breakout,-0.03622592378560996,0.0820456314513174,0.6705867204405243,0.32941327955947575,13181
70,daytrading_3methods_breakout,0.07711937927942625,0.07619263041519404,0.15573000581372415,0.8442699941862759,13182
71,daytrading_3methods_breakout,0.09825574770821666,0.08735750119514528,0.13034652759026905,0.8696534724097309,13181
72,daytrading_3methods_breakout,-0.07214964228725035,0.08109979263964257,0.8131704649961151,0.18682953500388488,13181
73,daytrading_3methods_breakout,-0.0009371666434109804,0.07779827623650008,0.5048055866276296,0.4951944133723703,13176
74,daytrading_3methods_breakout,-0.028284603149048237,0.08412149802590822,0.6316532196786739,0.36834678032132606,13171
75,daytrading_3methods_breakout,0.04816071951184686,0.07852057713128391,0.2698219496077835,0.7301780503922165,13195
76,daytrading_3methods_breakout,0.11947840819668004,0.08123854617836443,0.07068467051978192,0.9293153294802181,13176
77,daytrading_3methods_breakout,-0.010491617439489676,0.07720313083153156,0.554048357512027,0.4459516424879731,13175
78,daytrading_3methods_breakout,0.09264026436541756,0.08525419561260612,0.1385988898886435,0.8614011101113564,13184
79,daytrading_3methods_breakout,-0.09636800827016317,0.07876939748328635,0.8894143334004381,0.11058566659956193,13182
80,daytrading_3methods_breakout,0.01938436765506557,0.08071696429180386,0.40510608081421356,0.5948939191857865,13188
81,daytrading_3methods_breakout,0.10236628280930188,0.07966982126938539,0.09941684096406984,0.9005831590359301,13183
82,daytrading_3methods_breakout,-0.04221204783633009,0.0798356528914684,0.7015059783051858,0.2984940216948142,13175
83,daytrading_3methods_breakout,0.07340379787797963,0.07842763609275148,0.17465126520753088,0.8253487347924692,13185
84,daytrading_3methods_breakout,-0.10251542350351212,0.08027630297887425,0.8992045596450418,0.10079544035495823,13186
85,daytrading_3methods_breakout,0.1384091669394062,0.08086727009291438,0.043488912912319995,0.95651108708768,13181
86,daytrading_3methods_breakout,-0.05918124279314724,0.09448285255442608,0.7344639229027169,0.2655360770972831,13187
87,daytrading_3methods_breakout,0.05935772470781525,0.08336404858756412,0.23822302081212765,0.7617769791878723,13179
88,daytrading_3methods_breakout,-0.011650524220211567,0.0805152440621804,0.5575259754992569,0.44247402450074313,13187
89,daytrading_3methods_breakout,0.04010812769713007,0.0808021029724847,0.30981500058930495,0.690184999410695,13190
90,daytrading_3methods_breakout,-0.04382064825053428,0.07849892479550126,0.7116571724970066,0.28834282750299345,13178
91,daytrading_3methods_breakout,-0.03489225961681741,0.08124856006927794,0.6662024065390157,0.3337975934609842,13179
92,daytrading_3methods_breakout,0.06735653093833033,0.09650552044061403,0.24260260217522053,0.7573973978247794,13188
93,daytrading_3methods_breakout,0.008358845570645423,0.07746116744580368,0.4570334860161535,0.5429665139838464,13180
94,daytrading_3methods_breakout,0.0019994046054817582,0.08062158616154776,0.49010729861553975,0.5098927013844603,13178
95,daytrading_3methods_breakout,0.017624433859608934,0.07790538760489865,0.4105117784018391,0.5894882215981609,13176
96,daytrading_3methods_breakout,0.015327719558070663,0.0811414451697968,0.4250851110881872,0.5749148889118127,13180
97,daytrading_3methods_breakout,-0.040348589514683675,0.08432892558282029,0.6838409936068626,0.3161590063931374,13184
98,daytrading_3methods_breakout,-0.027971000741896512,0.07777247972739078,0.6404461736944973,0.3595538263055027,13179
99,daytrading_3methods_breakout,0.03232029017569854,0.08186582981683047,0.3464967775610341,0.6535032224389659,13182
